hcp_id,territory_id,access_snapshot_datetime,recent_formulary_change_30d,current_coverage_tier_overall,prior_auth_requirement,step_therapy_requirement,copay_status_median_usd,patient_mix_top3_summary,access_alert_severity,prior_auth_required_flag,step_therapy_required_flag,patient_copay_median_90d,access_change_14d_flag,access_policy_change_7d_flag,payer_contract_change_30d_flag,formulary_tier_score,payer_top1_share_pct,payer_top3_share_pct,access_friction_index,physician_id,product_id,insurance_plan,is_covered,tier_status,prior_auth_required,step_therapy_required,copay_amount,last_updated
HCP0091,US-TX-E,2026-01-20 10:01:33,PA added,Tier 1,Not Required,Not Required,97.57,"Commercial 45%, Medicare 35%, Medicaid 20%",Low,True,True,119.53,False,True,True,4,0.2922,0.8105,0.3309,HCP0091,PROD-004,UnitedHealthcare,False,Specialty,False,True,132.14,2026-01-20
HCP0092,US-NY-W,2026-01-20 10:01:33,PA added,Tier 3,Required,Required,129.45,"Commercial 45%, Medicare 35%, Medicaid 20%",High,False,False,96.61,True,False,False,1,0.2129,0.7475,0.2005,HCP0092,PROD-001,Aetna,True,Tier 3,True,True,79.1,2026-01-20
HCP0093,US-NY-W,2026-01-20 10:01:33,Tier updated,Tier 3,Required,Not Required,93.74,"Commercial 45%, Medicare 35%, Medicaid 20%",High,True,False,142.52,False,True,True,1,0.3986,0.6788,0.3503,HCP0093,PROD-008,UnitedHealthcare,True,Tier 1,True,True,118.31,2026-01-20
HCP0094,US-NY-E,2026-01-20 10:01:33,PA added,Specialty,Conditional,Not Required,105.47,"Commercial 45%, Medicare 35%, Medicaid 20%",High,True,False,17.3,False,True,False,4,0.4198,0.6405,0.118,HCP0094,PROD-006,UnitedHealthcare,True,Tier 3,False,True,43.34,2026-01-20
HCP0095,US-NY-E,2026-01-20 10:01:33,Tier updated,Specialty,Required,Required,67.83,"Commercial 45%, Medicare 35%, Medicaid 20%",High,True,True,132.26,True,True,True,1,0.2507,0.6632,0.0437,HCP0095,PROD-006,Humana,True,Tier 3,True,False,77.02,2026-01-20
HCP0096,US-TX-E,2026-01-20 10:01:33,Tier updated,Tier 1,Required,Not Required,141.37,"Commercial 45%, Medicare 35%, Medicaid 20%",Low,False,False,135.67,True,False,False,3,0.5121,0.7024,0.6536,HCP0096,PROD-005,UnitedHealthcare,True,Tier 1,False,False,108.77,2026-01-20
HCP0097,US-NY-W,2026-01-20 10:01:33,No change,Tier 3,Required,Required,137.69,"Commercial 45%, Medicare 35%, Medicaid 20%",High,True,False,113.87,True,True,False,2,0.2143,0.6823,0.4403,HCP0097,PROD-008,Blue Cross,True,Specialty,True,False,48.92,2026-01-20
HCP0098,US-CA-S,2026-01-20 10:01:33,No change,Tier 3,Required,Required,49.07,"Commercial 45%, Medicare 35%, Medicaid 20%",High,False,False,12.64,False,False,False,1,0.2898,0.7328,0.6599,HCP0098,PROD-001,UnitedHealthcare,True,Tier 3,True,False,139.18,2026-01-20
HCP0099,US-TX-E,2026-01-20 10:01:33,PA removed,Specialty,Required,Required,57.73,"Commercial 45%, Medicare 35%, Medicaid 20%",High,False,False,119.57,True,True,False,3,0.5434,0.9283,0.4635,HCP0099,PROD-005,Aetna,False,Specialty,True,True,137.08,2026-01-20
HCP0100,US-PA-E,2026-01-20 10:01:33,PA removed,Tier 3,Required,Required,117.99,"Commercial 45%, Medicare 35%, Medicaid 20%",Medium,False,False,15.4,False,False,False,3,0.513,0.8836,0.608,HCP0100,PROD-002,UnitedHealthcare,False,Tier 3,True,False,74.78,2026-01-20
HCP0101,US-TX-E,2026-01-20 10:01:33,No change,Tier 1,Not Required,Required,145.22,"Commercial 45%, Medicare 35%, Medicaid 20%",Medium,True,False,18.2,True,False,False,1,0.3762,0.6903,0.7867,HCP0101,PROD-005,Cigna,True,Tier 2,True,True,131.97,2026-01-20
HCP0102,US-TX-W,2026-01-20 10:01:33,Tier updated,Tier 2,Required,Required,35.8,"Commercial 45%, Medicare 35%, Medicaid 20%",High,False,False,15.87,True,True,False,3,0.2064,0.8957,0.8494,HCP0102,PROD-001,Humana,True,Tier 3,True,True,80.97,2026-01-20
HCP0103,US-CA-N,2026-01-20 10:01:33,Tier updated,Specialty,Required,Required,38.57,"Commercial 45%, Medicare 35%, Medicaid 20%",High,False,False,20.0,False,False,True,1,0.3306,0.8759,0.335,HCP0103,PROD-007,UnitedHealthcare,False,Tier 3,True,True,61.56,2026-01-20
HCP0104,US-CA-N,2026-01-20 10:01:33,PA removed,Tier 2,Conditional,Required,24.87,"Commercial 45%, Medicare 35%, Medicaid 20%",Low,False,False,141.59,False,True,True,4,0.505,0.8272,0.9552,HCP0104,PROD-004,Humana,False,Tier 1,True,False,102.29,2026-01-20
HCP0105,US-FL-S,2026-01-20 10:01:33,No change,Tier 3,Not Required,Required,127.04,"Commercial 45%, Medicare 35%, Medicaid 20%",Medium,True,False,44.03,False,True,False,3,0.4993,0.6404,0.241,HCP0105,PROD-007,UnitedHealthcare,True,Tier 3,True,False,101.47,2026-01-20
HCP0106,US-TX-W,2026-01-20 10:01:33,PA added,Tier 4,Not Required,Required,89.71,"Commercial 45%, Medicare 35%, Medicaid 20%",Low,True,False,104.37,True,False,False,3,0.3255,0.6285,0.421,HCP0106,PROD-003,Humana,False,Tier 2,True,False,12.17,2026-01-20
HCP0107,US-PA-W,2026-01-20 10:01:33,Tier updated,Tier 4,Not Required,Not Required,114.0,"Commercial 45%, Medicare 35%, Medicaid 20%",Low,True,False,13.35,True,True,True,4,0.5617,0.724,0.4023,HCP0107,PROD-004,UnitedHealthcare,True,Tier 3,False,True,149.18,2026-01-20
HCP0108,US-TX-E,2026-01-20 10:01:33,Tier updated,Tier 1,Conditional,Not Required,142.99,"Commercial 45%, Medicare 35%, Medicaid 20%",Medium,False,False,50.5,False,True,True,1,0.2609,0.6027,0.593,HCP0108,PROD-008,Cigna,False,Specialty,True,False,142.27,2026-01-20
HCP0109,US-FL-N,2026-01-20 10:01:33,Tier updated,Tier 2,Not Required,Not Required,57.76,"Commercial 45%, Medicare 35%, Medicaid 20%",High,False,False,55.19,False,True,True,1,0.5256,0.8571,0.9892,HCP0109,PROD-004,Cigna,False,Tier 3,True,False,49.87,2026-01-20
HCP0110,US-PA-W,2026-01-20 10:01:33,Tier updated,Tier 3,Not Required,Not Required,71.45,"Commercial 45%, Medicare 35%, Medicaid 20%",Low,False,False,148.43,True,True,False,2,0.2384,0.7933,0.5087,HCP0110,PROD-003,Blue Cross,True,Tier 2,True,False,126.55,2026-01-20
HCP0111,US-NY-E,2026-01-20 10:01:33,Tier updated,Tier 3,Required,Not Required,141.85,"Commercial 45%, Medicare 35%, Medicaid 20%",High,False,False,82.93,False,False,True,1,0.3778,0.7513,0.2631,HCP0111,PROD-003,UnitedHealthcare,True,Tier 3,True,True,111.83,2026-01-20
HCP0112,US-TX-E,2026-01-20 10:01:33,PA removed,Tier 2,Conditional,Not Required,48.66,"Commercial 45%, Medicare 35%, Medicaid 20%",High,True,False,134.92,True,False,True,3,0.2762,0.7954,0.8376,HCP0112,PROD-001,Blue Cross,True,Tier 2,False,True,104.27,2026-01-20
HCP0113,US-TX-E,2026-01-20 10:01:33,PA removed,Tier 4,Required,Not Required,123.94,"Commercial 45%, Medicare 35%, Medicaid 20%",High,False,False,28.45,True,True,True,4,0.2269,0.7952,0.2085,HCP0113,PROD-003,Blue Cross,False,Tier 3,False,True,99.28,2026-01-20
HCP0114,US-PA-W,2026-01-20 10:01:33,No change,Specialty,Conditional,Required,132.9,"Commercial 45%, Medicare 35%, Medicaid 20%",Low,False,False,78.63,False,False,False,3,0.2386,0.6393,0.8809,HCP0114,PROD-005,Cigna,False,Tier 3,True,False,26.21,2026-01-20
HCP0115,US-TX-E,2026-01-20 10:01:33,No change,Tier 3,Conditional,Required,58.66,"Commercial 45%, Medicare 35%, Medicaid 20%",Medium,True,False,127.62,False,False,True,1,0.3164,0.7776,0.8898,HCP0115,PROD-007,Blue Cross,False,Tier 3,False,False,64.79,2026-01-20
HCP0116,US-PA-E,2026-01-20 10:01:33,No change,Tier 4,Not Required,Not Required,137.73,"Commercial 45%, Medicare 35%, Medicaid 20%",Medium,False,True,57.58,True,False,False,4,0.2885,0.9065,0.536,HCP0116,PROD-002,Humana,False,Tier 2,True,True,122.34,2026-01-20
HCP0117,US-TX-W,2026-01-20 10:01:33,Tier updated,Tier 3,Not Required,Required,101.69,"Commercial 45%, Medicare 35%, Medicaid 20%",High,True,False,84.97,True,False,True,3,0.5205,0.9187,0.3315,HCP0117,PROD-004,Humana,True,Tier 1,True,True,115.72,2026-01-20
HCP0118,US-NY-E,2026-01-20 10:01:33,Tier updated,Specialty,Not Required,Not Required,15.92,"Commercial 45%, Medicare 35%, Medicaid 20%",Medium,False,True,42.2,True,True,False,1,0.5252,0.7322,0.4008,HCP0118,PROD-005,Blue Cross,True,Tier 1,False,True,12.06,2026-01-20
HCP0119,US-FL-S,2026-01-20 10:01:33,PA added,Tier 1,Conditional,Not Required,37.2,"Commercial 45%, Medicare 35%, Medicaid 20%",High,False,False,69.52,True,False,False,4,0.2811,0.6925,0.6561,HCP0119,PROD-008,Cigna,False,Specialty,True,True,145.36,2026-01-20
HCP0120,US-FL-N,2026-01-20 10:01:33,PA removed,Tier 4,Not Required,Required,63.54,"Commercial 45%, Medicare 35%, Medicaid 20%",Medium,False,False,116.78,True,False,True,1,0.3589,0.6812,0.3698,HCP0120,PROD-002,UnitedHealthcare,False,Tier 2,True,True,88.52,2026-01-20
HCP0121,US-TX-W,2026-01-20 10:01:33,PA added,Tier 4,Conditional,Required,21.74,"Commercial 45%, Medicare 35%, Medicaid 20%",Medium,False,True,18.25,False,False,False,3,0.4962,0.892,0.0365,HCP0121,PROD-007,Blue Cross,False,Tier 2,False,False,53.82,2026-01-20
HCP0122,US-PA-E,2026-01-20 10:01:33,PA added,Tier 3,Not Required,Not Required,82.02,"Commercial 45%, Medicare 35%, Medicaid 20%",High,True,True,69.6,True,False,True,1,0.2648,0.8619,0.1662,HCP0122,PROD-008,Blue Cross,True,Specialty,False,True,97.66,2026-01-20
HCP0123,US-TX-W,2026-01-20 10:01:33,No change,Tier 2,Conditional,Not Required,65.92,"Commercial 45%, Medicare 35%, Medicaid 20%",Medium,True,False,149.4,False,False,False,2,0.2566,0.7831,0.2045,HCP0123,PROD-006,Humana,False,Specialty,False,True,141.07,2026-01-20
HCP0124,US-PA-W,2026-01-20 10:01:33,PA added,Tier 2,Conditional,Not Required,11.37,"Commercial 45%, Medicare 35%, Medicaid 20%",Medium,True,True,75.87,True,False,True,2,0.4776,0.7882,0.331,HCP0124,PROD-001,Humana,False,Tier 2,True,False,99.09,2026-01-20
HCP0125,US-TX-E,2026-01-20 10:01:33,PA added,Tier 3,Conditional,Required,139.9,"Commercial 45%, Medicare 35%, Medicaid 20%",Medium,False,False,91.83,False,False,False,3,0.4244,0.8246,0.2026,HCP0125,PROD-003,Blue Cross,True,Tier 3,True,False,88.91,2026-01-20
HCP0126,US-NY-E,2026-01-20 10:01:33,PA added,Specialty,Conditional,Not Required,56.22,"Commercial 45%, Medicare 35%, Medicaid 20%",High,False,False,39.3,True,True,True,1,0.5718,0.8152,0.1433,HCP0126,PROD-008,Blue Cross,False,Tier 1,True,True,81.64,2026-01-20
HCP0127,US-NY-E,2026-01-20 10:01:33,No change,Tier 4,Conditional,Not Required,55.79,"Commercial 45%, Medicare 35%, Medicaid 20%",High,True,True,88.42,False,False,False,3,0.3247,0.7827,0.5307,HCP0127,PROD-004,Aetna,False,Tier 2,False,False,78.61,2026-01-20
HCP0128,US-PA-W,2026-01-20 10:01:33,PA removed,Tier 1,Conditional,Not Required,101.29,"Commercial 45%, Medicare 35%, Medicaid 20%",Low,True,False,129.75,False,False,True,2,0.353,0.6627,0.7476,HCP0128,PROD-001,Aetna,False,Tier 3,True,True,92.07,2026-01-20
HCP0129,US-CA-S,2026-01-20 10:01:33,PA removed,Tier 1,Not Required,Not Required,80.39,"Commercial 45%, Medicare 35%, Medicaid 20%",Low,False,True,100.61,False,False,True,3,0.3097,0.62,0.5722,HCP0129,PROD-001,Cigna,False,Specialty,True,False,114.99,2026-01-20
HCP0130,US-CA-S,2026-01-20 10:01:33,Tier updated,Tier 1,Not Required,Required,95.81,"Commercial 45%, Medicare 35%, Medicaid 20%",High,True,True,131.93,True,True,False,1,0.2224,0.8231,0.0623,HCP0130,PROD-002,Humana,False,Tier 2,True,False,127.22,2026-01-20
HCP0131,US-FL-N,2026-01-20 10:01:33,PA removed,Tier 2,Conditional,Not Required,82.29,"Commercial 45%, Medicare 35%, Medicaid 20%",High,False,False,127.28,True,True,True,2,0.4916,0.6294,0.4434,HCP0131,PROD-005,Humana,True,Specialty,True,True,53.56,2026-01-20
HCP0132,US-PA-E,2026-01-20 10:01:33,PA removed,Tier 1,Not Required,Not Required,89.54,"Commercial 45%, Medicare 35%, Medicaid 20%",High,True,False,22.34,True,True,True,2,0.327,0.8193,0.0201,HCP0132,PROD-003,Blue Cross,True,Tier 3,False,True,132.81,2026-01-20
HCP0133,US-PA-E,2026-01-20 10:01:33,PA added,Tier 3,Conditional,Required,114.64,"Commercial 45%, Medicare 35%, Medicaid 20%",High,True,False,17.47,False,True,False,2,0.426,0.7449,0.8353,HCP0133,PROD-005,Aetna,True,Tier 3,False,False,47.04,2026-01-20
HCP0134,US-CA-S,2026-01-20 10:01:33,No change,Tier 3,Conditional,Not Required,58.84,"Commercial 45%, Medicare 35%, Medicaid 20%",High,False,True,15.14,False,True,True,4,0.3388,0.8838,0.7963,HCP0134,PROD-004,UnitedHealthcare,False,Tier 1,True,False,40.56,2026-01-20
HCP0135,US-PA-E,2026-01-20 10:01:33,PA removed,Tier 1,Required,Required,76.53,"Commercial 45%, Medicare 35%, Medicaid 20%",Medium,False,False,88.93,True,False,True,3,0.5477,0.6028,0.4214,HCP0135,PROD-006,UnitedHealthcare,True,Tier 2,False,False,32.78,2026-01-20
HCP0136,US-TX-E,2026-01-20 10:01:33,PA added,Tier 1,Not Required,Not Required,93.1,"Commercial 45%, Medicare 35%, Medicaid 20%",High,False,False,76.3,True,False,False,3,0.393,0.7404,0.0401,HCP0136,PROD-004,Humana,True,Specialty,False,False,143.56,2026-01-20
HCP0137,US-FL-S,2026-01-20 10:01:33,No change,Specialty,Required,Required,81.71,"Commercial 45%, Medicare 35%, Medicaid 20%",Medium,True,True,28.18,False,True,True,3,0.5171,0.6495,0.3461,HCP0137,PROD-007,Aetna,False,Tier 1,True,True,133.61,2026-01-20
HCP0138,US-PA-W,2026-01-20 10:01:33,PA removed,Tier 3,Required,Required,43.07,"Commercial 45%, Medicare 35%, Medicaid 20%",Low,False,True,111.38,True,False,True,4,0.2637,0.635,0.5498,HCP0138,PROD-007,Aetna,False,Specialty,False,True,116.83,2026-01-20
HCP0139,US-NY-W,2026-01-20 10:01:33,Tier updated,Tier 4,Required,Not Required,116.83,"Commercial 45%, Medicare 35%, Medicaid 20%",Low,False,False,135.72,False,False,True,3,0.3953,0.8592,0.5864,HCP0139,PROD-004,Humana,True,Tier 2,False,False,57.58,2026-01-20
HCP0140,US-PA-W,2026-01-20 10:01:33,Tier updated,Specialty,Conditional,Not Required,138.04,"Commercial 45%, Medicare 35%, Medicaid 20%",High,True,True,79.99,True,True,False,4,0.2371,0.7344,0.1799,HCP0140,PROD-003,UnitedHealthcare,False,Specialty,False,True,46.54,2026-01-20
HCP0141,US-CA-N,2026-01-20 10:01:33,No change,Tier 2,Required,Not Required,105.53,"Commercial 45%, Medicare 35%, Medicaid 20%",Low,False,True,58.48,True,False,True,2,0.3276,0.8011,0.384,HCP0141,PROD-008,Blue Cross,False,Specialty,False,True,52.41,2026-01-20
HCP0142,US-PA-E,2026-01-20 10:01:33,PA removed,Tier 1,Conditional,Not Required,80.29,"Commercial 45%, Medicare 35%, Medicaid 20%",Medium,False,False,25.63,True,False,False,1,0.2602,0.718,0.9342,HCP0142,PROD-005,Aetna,False,Specialty,True,False,49.44,2026-01-20
HCP0143,US-CA-S,2026-01-20 10:01:33,Tier updated,Tier 4,Not Required,Not Required,17.01,"Commercial 45%, Medicare 35%, Medicaid 20%",High,False,False,69.6,False,True,False,2,0.3173,0.746,0.4468,HCP0143,PROD-005,Blue Cross,True,Tier 3,True,False,44.81,2026-01-20
HCP0144,US-NY-W,2026-01-20 10:01:33,Tier updated,Specialty,Required,Required,111.75,"Commercial 45%, Medicare 35%, Medicaid 20%",High,False,False,134.98,False,False,True,4,0.2163,0.7143,0.0383,HCP0144,PROD-002,Cigna,True,Tier 3,False,False,66.1,2026-01-20
HCP0145,US-CA-N,2026-01-20 10:01:33,PA added,Tier 3,Conditional,Required,127.16,"Commercial 45%, Medicare 35%, Medicaid 20%",Medium,True,True,89.93,False,True,True,3,0.4293,0.6753,0.9355,HCP0145,PROD-005,Aetna,False,Tier 1,False,True,104.95,2026-01-20
HCP0146,US-CA-N,2026-01-20 10:01:33,PA removed,Tier 1,Not Required,Required,12.62,"Commercial 45%, Medicare 35%, Medicaid 20%",Medium,True,False,47.39,False,True,True,2,0.2072,0.7136,0.0637,HCP0146,PROD-005,Humana,False,Specialty,False,False,76.58,2026-01-20
HCP0147,US-NY-W,2026-01-20 10:01:33,Tier updated,Tier 3,Not Required,Not Required,58.49,"Commercial 45%, Medicare 35%, Medicaid 20%",Medium,True,False,129.61,False,True,True,4,0.3023,0.6113,0.8523,HCP0147,PROD-002,Cigna,False,Tier 1,True,False,52.56,2026-01-20
HCP0148,US-FL-S,2026-01-20 10:01:33,PA removed,Tier 4,Conditional,Not Required,14.14,"Commercial 45%, Medicare 35%, Medicaid 20%",High,True,False,89.08,False,True,False,4,0.5959,0.7313,0.5376,HCP0148,PROD-007,Humana,True,Tier 1,False,True,39.58,2026-01-20
HCP0149,US-TX-E,2026-01-20 10:01:33,Tier updated,Specialty,Not Required,Required,131.09,"Commercial 45%, Medicare 35%, Medicaid 20%",High,False,False,59.28,True,False,False,3,0.5082,0.8206,0.6642,HCP0149,PROD-006,Humana,False,Tier 2,False,False,115.96,2026-01-20
HCP0150,US-PA-W,2026-01-20 10:01:33,PA removed,Tier 4,Required,Required,66.01,"Commercial 45%, Medicare 35%, Medicaid 20%",Low,False,False,101.87,True,False,False,4,0.3641,0.8227,0.6189,HCP0150,PROD-003,Humana,True,Specialty,True,False,95.37,2026-01-20
HCP0151,US-CA-N,2026-01-20 10:01:33,PA added,Specialty,Conditional,Not Required,105.81,"Commercial 45%, Medicare 35%, Medicaid 20%",Medium,True,False,87.29,True,True,False,3,0.4892,0.6838,0.4722,HCP0151,PROD-004,UnitedHealthcare,True,Tier 3,True,True,38.98,2026-01-20
HCP0152,US-CA-N,2026-01-20 10:01:33,No change,Tier 4,Required,Not Required,148.56,"Commercial 45%, Medicare 35%, Medicaid 20%",Low,False,True,122.52,False,True,True,4,0.4888,0.6244,0.7486,HCP0152,PROD-007,Humana,False,Specialty,True,False,144.06,2026-01-20
HCP0153,US-NY-E,2026-01-20 10:01:33,Tier updated,Specialty,Conditional,Required,71.39,"Commercial 45%, Medicare 35%, Medicaid 20%",High,True,False,123.63,True,False,False,4,0.3714,0.6434,0.146,HCP0153,PROD-005,Humana,True,Tier 2,False,False,101.92,2026-01-20
HCP0154,US-FL-N,2026-01-20 10:01:33,PA added,Tier 2,Not Required,Required,47.03,"Commercial 45%, Medicare 35%, Medicaid 20%",Medium,True,False,135.89,False,True,False,3,0.3181,0.7556,0.7874,HCP0154,PROD-005,Humana,False,Tier 1,True,True,83.05,2026-01-20
HCP0155,US-CA-S,2026-01-20 10:01:33,Tier updated,Tier 2,Not Required,Not Required,109.93,"Commercial 45%, Medicare 35%, Medicaid 20%",Medium,True,False,76.54,False,False,True,2,0.2586,0.7023,0.3842,HCP0155,PROD-004,Blue Cross,True,Tier 3,True,True,46.32,2026-01-20
HCP0156,US-FL-S,2026-01-20 10:01:33,No change,Tier 4,Conditional,Required,146.14,"Commercial 45%, Medicare 35%, Medicaid 20%",High,True,False,83.27,False,False,True,4,0.2702,0.914,0.0142,HCP0156,PROD-002,UnitedHealthcare,True,Tier 3,True,True,31.01,2026-01-20
HCP0157,US-FL-S,2026-01-20 10:01:33,Tier updated,Tier 2,Not Required,Not Required,74.31,"Commercial 45%, Medicare 35%, Medicaid 20%",High,True,True,113.79,False,True,False,1,0.5808,0.7776,0.2715,HCP0157,PROD-002,Blue Cross,False,Tier 2,True,False,121.62,2026-01-20
HCP0158,US-PA-W,2026-01-20 10:01:33,PA added,Tier 2,Required,Not Required,34.84,"Commercial 45%, Medicare 35%, Medicaid 20%",High,False,False,22.79,True,True,True,3,0.2243,0.6797,0.5857,HCP0158,PROD-008,Cigna,True,Tier 1,False,True,37.5,2026-01-20
HCP0159,US-FL-S,2026-01-20 10:01:33,Tier updated,Tier 4,Required,Not Required,37.64,"Commercial 45%, Medicare 35%, Medicaid 20%",High,True,False,51.99,True,False,True,4,0.511,0.6682,0.8058,HCP0159,PROD-008,Blue Cross,False,Specialty,False,False,98.36,2026-01-20
HCP0160,US-NY-W,2026-01-20 10:01:33,PA removed,Specialty,Not Required,Not Required,143.2,"Commercial 45%, Medicare 35%, Medicaid 20%",Medium,False,True,57.76,False,False,True,2,0.395,0.7117,0.9744,HCP0160,PROD-008,Cigna,True,Tier 2,True,False,104.22,2026-01-20
HCP0161,US-PA-W,2026-01-20 10:01:33,Tier updated,Tier 4,Not Required,Required,37.1,"Commercial 45%, Medicare 35%, Medicaid 20%",Low,True,True,53.01,False,False,False,1,0.4739,0.9246,0.2103,HCP0161,PROD-003,UnitedHealthcare,True,Tier 2,False,True,129.33,2026-01-20
HCP0162,US-FL-N,2026-01-20 10:01:33,PA added,Tier 3,Conditional,Not Required,101.49,"Commercial 45%, Medicare 35%, Medicaid 20%",Medium,False,True,140.6,False,False,False,2,0.3225,0.8543,0.8292,HCP0162,PROD-006,Cigna,False,Specialty,False,False,10.79,2026-01-20
HCP0163,US-PA-W,2026-01-20 10:01:33,No change,Tier 1,Not Required,Not Required,100.41,"Commercial 45%, Medicare 35%, Medicaid 20%",Low,False,False,12.73,True,True,False,3,0.533,0.6083,0.4275,HCP0163,PROD-007,UnitedHealthcare,True,Tier 2,False,False,24.96,2026-01-20
HCP0164,US-PA-E,2026-01-20 10:01:33,PA added,Tier 2,Not Required,Not Required,141.81,"Commercial 45%, Medicare 35%, Medicaid 20%",High,False,True,119.37,False,False,True,3,0.5948,0.8051,0.0593,HCP0164,PROD-001,UnitedHealthcare,False,Tier 3,False,False,25.54,2026-01-20
HCP0165,US-NY-E,2026-01-20 10:01:33,PA added,Tier 1,Not Required,Not Required,125.4,"Commercial 45%, Medicare 35%, Medicaid 20%",Low,False,True,88.66,False,True,False,3,0.4227,0.8861,0.6896,HCP0165,PROD-003,Blue Cross,False,Tier 3,False,True,35.78,2026-01-20
HCP0166,US-FL-N,2026-01-20 10:01:33,No change,Tier 2,Not Required,Not Required,56.62,"Commercial 45%, Medicare 35%, Medicaid 20%",High,False,False,94.51,True,True,True,4,0.3709,0.8821,0.7981,HCP0166,PROD-001,Humana,False,Tier 1,False,True,144.37,2026-01-20
HCP0167,US-CA-S,2026-01-20 10:01:33,PA removed,Specialty,Not Required,Not Required,90.47,"Commercial 45%, Medicare 35%, Medicaid 20%",High,True,True,89.14,True,True,True,4,0.444,0.9475,0.7519,HCP0167,PROD-007,UnitedHealthcare,False,Specialty,True,False,20.22,2026-01-20
HCP0168,US-FL-S,2026-01-20 10:01:33,PA removed,Tier 4,Conditional,Not Required,134.52,"Commercial 45%, Medicare 35%, Medicaid 20%",Medium,False,True,97.32,False,True,True,2,0.329,0.6527,0.8556,HCP0168,PROD-006,Humana,False,Tier 2,False,True,36.44,2026-01-20
HCP0169,US-CA-S,2026-01-20 10:01:33,PA added,Tier 2,Not Required,Required,24.13,"Commercial 45%, Medicare 35%, Medicaid 20%",High,True,True,85.61,True,False,False,2,0.4633,0.6706,0.1633,HCP0169,PROD-005,Aetna,True,Tier 3,True,True,132.87,2026-01-20
HCP0170,US-PA-E,2026-01-20 10:01:33,No change,Tier 1,Not Required,Required,72.15,"Commercial 45%, Medicare 35%, Medicaid 20%",High,True,False,16.89,False,False,True,2,0.5084,0.8066,0.1246,HCP0170,PROD-003,Humana,True,Tier 2,True,True,141.7,2026-01-20
HCP0171,US-CA-N,2026-01-20 10:01:33,PA removed,Tier 3,Not Required,Required,39.45,"Commercial 45%, Medicare 35%, Medicaid 20%",Low,False,False,45.74,True,False,True,1,0.352,0.747,0.9616,HCP0171,PROD-002,UnitedHealthcare,False,Tier 3,True,False,142.43,2026-01-20
HCP0172,US-FL-S,2026-01-20 10:01:33,PA removed,Tier 2,Conditional,Required,101.06,"Commercial 45%, Medicare 35%, Medicaid 20%",Medium,False,True,143.18,False,False,True,2,0.539,0.6621,0.0093,HCP0172,PROD-003,Aetna,False,Tier 1,True,True,131.29,2026-01-20
HCP0173,US-TX-E,2026-01-20 10:01:33,PA removed,Tier 3,Conditional,Not Required,125.26,"Commercial 45%, Medicare 35%, Medicaid 20%",Medium,True,True,141.08,True,True,False,1,0.5146,0.6105,0.2041,HCP0173,PROD-007,UnitedHealthcare,False,Tier 3,True,True,56.42,2026-01-20
HCP0174,US-FL-N,2026-01-20 10:01:33,No change,Tier 1,Conditional,Required,137.9,"Commercial 45%, Medicare 35%, Medicaid 20%",Low,False,True,32.14,True,False,True,1,0.368,0.6232,0.9687,HCP0174,PROD-008,Cigna,False,Tier 2,True,False,76.67,2026-01-20
HCP0175,US-PA-W,2026-01-20 10:01:33,PA removed,Tier 2,Not Required,Not Required,143.97,"Commercial 45%, Medicare 35%, Medicaid 20%",High,True,False,78.99,True,True,True,2,0.5222,0.6499,0.6592,HCP0175,PROD-002,Cigna,False,Tier 1,True,True,45.09,2026-01-20
HCP0176,US-PA-E,2026-01-20 10:01:33,PA removed,Tier 3,Conditional,Not Required,103.57,"Commercial 45%, Medicare 35%, Medicaid 20%",High,False,True,55.91,False,True,True,4,0.4528,0.878,0.9795,HCP0176,PROD-001,Aetna,True,Tier 2,True,False,55.15,2026-01-20
HCP0177,US-NY-W,2026-01-20 10:01:33,No change,Tier 4,Not Required,Required,98.02,"Commercial 45%, Medicare 35%, Medicaid 20%",High,False,False,148.98,False,False,False,1,0.498,0.8294,0.5145,HCP0177,PROD-006,UnitedHealthcare,True,Tier 3,False,False,118.08,2026-01-20
HCP0178,US-TX-E,2026-01-20 10:01:33,No change,Tier 1,Conditional,Not Required,116.86,"Commercial 45%, Medicare 35%, Medicaid 20%",Medium,True,False,69.71,True,True,True,2,0.59,0.8905,0.1203,HCP0178,PROD-005,Aetna,False,Tier 3,False,False,87.46,2026-01-20
HCP0179,US-CA-N,2026-01-20 10:01:33,Tier updated,Specialty,Required,Not Required,124.8,"Commercial 45%, Medicare 35%, Medicaid 20%",High,True,True,127.6,True,True,True,3,0.4102,0.873,0.5629,HCP0179,PROD-001,Humana,False,Tier 2,True,False,32.22,2026-01-20
HCP0180,US-PA-W,2026-01-20 10:01:33,PA added,Specialty,Required,Required,85.72,"Commercial 45%, Medicare 35%, Medicaid 20%",High,False,True,48.98,False,False,False,4,0.5575,0.7638,0.1361,HCP0180,PROD-005,Blue Cross,True,Tier 3,False,True,139.23,2026-01-20
HCP0181,US-TX-E,2026-01-20 10:01:33,Tier updated,Tier 1,Not Required,Required,30.13,"Commercial 45%, Medicare 35%, Medicaid 20%",Low,True,False,120.08,False,False,True,2,0.5337,0.6247,0.9634,HCP0181,PROD-005,Aetna,False,Tier 1,True,True,72.07,2026-01-20
