hcp_id,territory_id,call_id,call_datetime_local,call_duration_minutes,transcript_text,structured_call_summary,key_topics_tags,objection_categories,compliance_redaction_flag
HCP0116,US-PA-E,CALL-2025-0081,2025-10-30 20:06:53,50,Met with Dr. White to discuss adverse events. Addressed drug interactions with comparative data. HCP requested additional information on patient outcomes.,Productive discussion on adverse events. HCP showed interest but raised questions about drug interactions.,"Adverse Events,Dosing Guidelines,Contraindications",Drug Interactions,False
HCP0099,US-TX-E,CALL-2025-0082,2025-10-21 21:22:53,39,Discussion with Dr. Brown regarding comparative effectiveness. Reviewed clinical data and addressed concerns about prefers current therapy. HCP showed interest in learning more about patient selection criteria.,Discussed comparative effectiveness with positive engagement. HCP expressed interest in dosing guidelines.,"Comparative Effectiveness,Dosing Guidelines,Patient Selection",Prefers current therapy,False
HCP0098,US-CA-S,CALL-2025-0083,2025-12-06 03:52:53,20,Call with Dr. Johnson focused on efficacy data and long-term safety. Discussed monitoring requirements and provided supporting materials. Follow-up scheduled to review additional data.,Covered efficacy data and long-term safety. HCP engaged and asked thoughtful questions.,"Efficacy Data,Long-term Safety,Cost-Effectiveness,Contraindications",Monitoring requirements,False
HCP0070,US-NY-E,CALL-2025-0084,2025-11-07 20:19:53,18,Call with Dr. Nelson focused on contraindications and hepatic dosing. Discussed cost concerns and provided supporting materials. Follow-up scheduled to review additional data.,Focused on contraindications. Addressed cost concerns with supporting evidence. Follow-up planned.,"Contraindications,Hepatic Dosing,Comparative Effectiveness",Cost concerns,True
HCP0162,US-FL-N,CALL-2025-0085,2025-11-06 22:00:53,48,Discussion with Dr. Perez regarding hepatic dosing. Reviewed clinical data and addressed concerns about patient compliance concerns. HCP showed interest in learning more about patient selection criteria.,Discussed hepatic dosing with positive engagement. HCP expressed interest in moa review.,"Hepatic Dosing,MOA Review,Adverse Events",Patient compliance concerns,True
HCP0175,US-PA-W,CALL-2025-0086,2026-01-11 19:25:53,47,Discussion with Dr. Bailey regarding cost-effectiveness. Reviewed clinical data and addressed concerns about drug interactions. HCP showed interest in learning more about patient selection criteria.,Productive discussion on cost-effectiveness. HCP showed interest but raised questions about drug interactions.,"Cost-Effectiveness,MOA Review",Drug Interactions,True
HCP0108,US-TX-E,CALL-2025-0087,2025-12-17 22:33:53,28,Virtual meeting with Dr. Miller covering hepatic dosing and real-world evidence. Discussed cost concerns and formulary considerations. Positive engagement overall.,Discussed hepatic dosing with positive engagement. HCP expressed interest in real-world evidence.,"Hepatic Dosing,Real-world Evidence",Cost concerns,True
HCP0073,US-NY-W,CALL-2025-0088,2025-12-13 02:54:53,26,Met with Dr. Bailey to discuss drug interactions. Addressed dosing complexity with comparative data. HCP requested additional information on patient outcomes.,Focused on drug interactions. Addressed dosing complexity with supporting evidence. Follow-up planned.,"Drug Interactions,Contraindications,Treatment Guidelines",Dosing complexity,False
HCP0089,US-FL-N,CALL-2025-0089,2025-11-22 02:27:53,37,Productive conversation with Dr. Hernandez about geriatric considerations. HCP raised questions about limited clinical experience. Shared relevant clinical studies and real-world evidence.,Discussed geriatric considerations with positive engagement. HCP expressed interest in pediatric use.,"Geriatric Considerations,Pediatric Use,Clinical Trial Results,Patient Selection",Limited clinical experience,True
HCP0131,US-FL-N,CALL-2025-0090,2025-12-19 19:38:53,60,Productive conversation with Dr. Wilson about patient selection. HCP raised questions about administration challenges. Shared relevant clinical studies and real-world evidence.,Discussed patient selection with positive engagement. HCP expressed interest in step therapy requirements.,"Patient Selection,Step Therapy Requirements,Payer Coverage,Adverse Events",Administration challenges,False
HCP0097,US-NY-W,CALL-2025-0091,2026-01-13 03:15:53,36,Discussion with Dr. Price regarding hepatic dosing. Reviewed clinical data and addressed concerns about step therapy required. HCP showed interest in learning more about patient selection criteria.,Covered hepatic dosing and pregnancy safety. HCP engaged and asked thoughtful questions.,"Hepatic Dosing,Pregnancy Safety,Quality of Life Data",Step therapy required,True
HCP0087,US-TX-W,CALL-2025-0092,2025-12-17 22:39:53,52,Productive conversation with Dr. Gomez about contraindications. HCP raised questions about drug interactions. Shared relevant clinical studies and real-world evidence.,Reviewed contraindications and addressed concerns about drug interactions. HCP requested additional clinical data.,"Contraindications,Cost-Effectiveness",Drug Interactions,True
HCP0102,US-TX-W,CALL-2025-0093,2025-11-23 18:57:53,26,Productive conversation with Dr. Campbell about geriatric considerations. HCP raised questions about monitoring requirements. Shared relevant clinical studies and real-world evidence.,Discussed geriatric considerations with positive engagement. HCP expressed interest in pharmacokinetics.,"Geriatric Considerations,Pharmacokinetics,Quality of Life Data,Treatment Guidelines",Monitoring requirements,False
HCP0019,US-TX-E,CALL-2025-0094,2026-01-17 04:20:53,41,Discussion with Dr. Bennett regarding drug interactions. Reviewed clinical data and addressed concerns about side-effect risk. HCP showed interest in learning more about patient selection criteria.,Productive discussion on drug interactions. HCP showed interest but raised questions about side-effect risk.,"Drug Interactions,Dosing Guidelines,Side Effects",Side-effect risk,False
HCP0191,US-NY-W,CALL-2025-0095,2026-01-04 00:34:53,13,Met with Dr. Foster to discuss cost-effectiveness. Addressed concerns about drug interactions with comparative data. HCP requested additional information on patient outcomes.,Covered cost-effectiveness and contraindications. HCP engaged and asked thoughtful questions.,"Cost-Effectiveness,Contraindications",Concerns about drug interactions,True
HCP0165,US-NY-E,CALL-2025-0096,2025-11-17 18:32:53,59,Productive conversation with Dr. Hall about pregnancy safety. HCP raised questions about formulary restrictions. Shared relevant clinical studies and real-world evidence.,Discussed pregnancy safety with positive engagement. HCP expressed interest in geriatric considerations.,"Pregnancy Safety,Geriatric Considerations,Treatment Guidelines,Comparative Effectiveness",Formulary restrictions,True
HCP0145,US-CA-N,CALL-2025-0097,2026-01-10 03:12:53,54,Met with Dr. Rodriguez to discuss moa review. Addressed side-effect risk with comparative data. HCP requested additional information on patient outcomes.,Discussed moa review with positive engagement. HCP expressed interest in cost-effectiveness.,"MOA Review,Cost-Effectiveness,Hepatic Dosing,Formulary Status",Side-effect risk,False
HCP0149,US-TX-E,CALL-2025-0098,2026-01-01 00:13:53,22,Met with Dr. Lee to discuss comparative effectiveness. Addressed dosing complexity with comparative data. HCP requested additional information on patient outcomes.,Focused on comparative effectiveness. Addressed dosing complexity with supporting evidence. Follow-up planned.,"Comparative Effectiveness,Contraindications,Step Therapy Requirements",Dosing complexity,True
HCP0141,US-CA-N,CALL-2025-0099,2025-10-23 20:09:53,16,Discussion with Dr. Foster regarding payer coverage. Reviewed clinical data and addressed concerns about side-effect risk. HCP showed interest in learning more about patient selection criteria.,Discussed payer coverage with positive engagement. HCP expressed interest in hepatic dosing.,"Payer Coverage,Hepatic Dosing,Drug Interactions,Formulary Status",Side-effect risk,False
HCP0144,US-NY-W,CALL-2025-0100,2025-12-09 01:16:53,29,Met with Dr. Rogers to discuss pregnancy safety. Addressed patient compliance concerns with comparative data. HCP requested additional information on patient outcomes.,Focused on pregnancy safety. Addressed patient compliance concerns with supporting evidence. Follow-up planned.,"Pregnancy Safety,Side Effects",Patient compliance concerns,False
HCP0170,US-PA-E,CALL-2025-0101,2025-12-30 20:22:53,57,Met with Dr. Morales to discuss cost-effectiveness. Addressed patient compliance concerns with comparative data. HCP requested additional information on patient outcomes.,Focused on cost-effectiveness. Addressed patient compliance concerns with supporting evidence. Follow-up planned.,"Cost-Effectiveness,Hepatic Dosing,Geriatric Considerations,Pregnancy Safety",Patient compliance concerns,True
HCP0026,US-CA-N,CALL-2025-0102,2026-01-16 20:22:53,30,Met with Dr. Flores to discuss long-term safety. Addressed cost concerns with comparative data. HCP requested additional information on patient outcomes.,Focused on long-term safety. Addressed cost concerns with supporting evidence. Follow-up planned.,"Long-term Safety,Pregnancy Safety,Pharmacokinetics",Cost concerns,False
HCP0137,US-FL-S,CALL-2025-0103,2025-12-05 21:25:53,58,Discussion with Dr. Carter regarding formulary status. Reviewed clinical data and addressed concerns about monitoring requirements. HCP showed interest in learning more about patient selection criteria.,Covered formulary status and renal dosing. HCP engaged and asked thoughtful questions.,"Formulary Status,Renal Dosing",Monitoring requirements,True
HCP0044,US-FL-S,CALL-2025-0104,2025-12-05 00:04:53,28,Call with Dr. Anderson focused on treatment guidelines and formulary status. Discussed drug interactions and provided supporting materials. Follow-up scheduled to review additional data.,Reviewed treatment guidelines and addressed concerns about drug interactions. HCP requested additional clinical data.,"Treatment Guidelines,Formulary Status",Drug Interactions,False
HCP0138,US-PA-W,CALL-2025-0105,2025-11-22 21:34:53,13,Met with Dr. Carter to discuss formulary status. Addressed black box warning concerns with comparative data. HCP requested additional information on patient outcomes.,Covered formulary status and payer coverage. HCP engaged and asked thoughtful questions.,"Formulary Status,Payer Coverage,Step Therapy Requirements,Comparative Effectiveness",Black box warning concerns,True
HCP0047,US-NY-W,CALL-2025-0106,2026-01-04 01:34:53,31,Discussion with Dr. Scott regarding quality of life data. Reviewed clinical data and addressed concerns about renal dosing. HCP showed interest in learning more about patient selection criteria.,Productive discussion on quality of life data. HCP showed interest but raised questions about renal dosing.,"Quality of Life Data,Real-world Evidence,Prior Auth Process,Efficacy Data",Renal Dosing,False
HCP0005,US-PA-E,CALL-2025-0107,2025-11-30 02:08:53,46,Virtual meeting with Dr. Anderson covering step therapy requirements and patient selection. Discussed cost concerns and formulary considerations. Positive engagement overall.,Focused on step therapy requirements. Addressed cost concerns with supporting evidence. Follow-up planned.,"Step Therapy Requirements,Patient Selection,Quality of Life Data,Long-term Safety",Cost concerns,False
HCP0166,US-FL-N,CALL-2025-0108,2025-10-26 02:40:53,14,Call with Dr. White focused on hepatic dosing and drug interactions. Discussed dosing complexity and provided supporting materials. Follow-up scheduled to review additional data.,Productive discussion on hepatic dosing. HCP showed interest but raised questions about dosing complexity.,"Hepatic Dosing,Drug Interactions,Formulary Status,Pharmacokinetics",Dosing complexity,True
HCP0055,US-NY-E,CALL-2025-0109,2025-10-25 19:05:53,53,Met with Dr. Cooper to discuss prior auth process. Addressed cost concerns with comparative data. HCP requested additional information on patient outcomes.,Focused on prior auth process. Addressed cost concerns with supporting evidence. Follow-up planned.,"Prior Auth Process,Real-world Evidence,Pharmacokinetics,Contraindications",Cost concerns,False
HCP0140,US-PA-W,CALL-2025-0110,2025-11-04 00:40:53,29,Productive conversation with Dr. Ramirez about efficacy data. HCP raised questions about administration challenges. Shared relevant clinical studies and real-world evidence.,Reviewed efficacy data and addressed concerns about administration challenges. HCP requested additional clinical data.,"Efficacy Data,Real-world Evidence,Drug Interactions",Administration challenges,False
HCP0187,US-CA-N,CALL-2025-0111,2025-10-23 23:24:53,47,Discussion with Dr. James regarding real-world evidence. Reviewed clinical data and addressed concerns about formulary restrictions. HCP showed interest in learning more about patient selection criteria.,Covered real-world evidence and adverse events. HCP engaged and asked thoughtful questions.,"Real-world Evidence,Adverse Events",Formulary restrictions,True
HCP0009,US-PA-E,CALL-2025-0112,2025-12-25 18:46:53,18,Call with Dr. Sanders focused on pharmacokinetics and formulary status. Discussed dosing complexity and provided supporting materials. Follow-up scheduled to review additional data.,Focused on pharmacokinetics. Addressed dosing complexity with supporting evidence. Follow-up planned.,"Pharmacokinetics,Formulary Status",Dosing complexity,True
HCP0014,US-PA-E,CALL-2025-0113,2025-10-23 03:28:53,34,Met with Dr. King to discuss efficacy data. Addressed cost concerns with comparative data. HCP requested additional information on patient outcomes.,Discussed efficacy data with positive engagement. HCP expressed interest in treatment guidelines.,"Efficacy Data,Treatment Guidelines",Cost concerns,True
HCP0006,US-NY-W,CALL-2025-0114,2025-11-04 22:49:53,49,Call with Dr. Rodriguez focused on contraindications and prior auth process. Discussed lack of evidence and provided supporting materials. Follow-up scheduled to review additional data.,Discussed contraindications with positive engagement. HCP expressed interest in prior auth process.,"Contraindications,Prior Auth Process,Patient Selection",Lack of evidence,False
HCP0034,US-FL-N,CALL-2025-0115,2025-12-24 19:15:53,55,Discussion with Dr. Ramos regarding patient selection. Reviewed clinical data and addressed concerns about cost concerns. HCP showed interest in learning more about patient selection criteria.,Focused on patient selection. Addressed cost concerns with supporting evidence. Follow-up planned.,"Patient Selection,Treatment Guidelines,Drug Interactions",Cost concerns,True
HCP0082,US-PA-W,CALL-2025-0116,2026-01-05 02:42:53,51,Call with Dr. Ortiz focused on efficacy data and long-term safety. Discussed lack of evidence and provided supporting materials. Follow-up scheduled to review additional data.,Reviewed efficacy data and addressed concerns about lack of evidence. HCP requested additional clinical data.,"Efficacy Data,Long-term Safety",Lack of evidence,True
HCP0032,US-TX-W,CALL-2025-0117,2025-12-28 20:20:53,57,Call with Dr. King focused on side effects and prior auth process. Discussed side-effect risk and provided supporting materials. Follow-up scheduled to review additional data.,Covered side effects and prior auth process. HCP engaged and asked thoughtful questions.,"Side Effects,Prior Auth Process",Side-effect risk,False
HCP0060,US-PA-W,CALL-2025-0118,2025-11-30 22:50:53,10,Productive conversation with Dr. Perez about renal dosing. HCP raised questions about monitoring requirements. Shared relevant clinical studies and real-world evidence.,Reviewed renal dosing and addressed concerns about monitoring requirements. HCP requested additional clinical data.,"Renal Dosing,Contraindications,Dosing Guidelines,Long-term Safety",Monitoring requirements,True
HCP0167,US-CA-S,CALL-2025-0119,2025-11-22 19:37:53,27,Productive conversation with Dr. Hughes about side effects. HCP raised questions about dosing complexity. Shared relevant clinical studies and real-world evidence.,Covered side effects and renal dosing. HCP engaged and asked thoughtful questions.,"Side Effects,Renal Dosing,Adverse Events,Pediatric Use",Dosing complexity,False
HCP0104,US-CA-N,CALL-2025-0120,2025-11-24 03:36:53,24,Met with Dr. Ross to discuss long-term safety. Addressed pediatric use with comparative data. HCP requested additional information on patient outcomes.,Focused on long-term safety. Addressed pediatric use with supporting evidence. Follow-up planned.,"Long-term Safety,Pregnancy Safety,Pharmacokinetics,Geriatric Considerations",Pediatric Use,False
HCP0064,US-TX-E,CALL-2025-0121,2025-10-23 20:34:53,36,Productive conversation with Dr. Mendoza about treatment guidelines. HCP raised questions about cost concerns. Shared relevant clinical studies and real-world evidence.,Discussed treatment guidelines with positive engagement. HCP expressed interest in drug interactions.,"Treatment Guidelines,Drug Interactions,Side Effects,Pregnancy Safety",Cost concerns,False
HCP0079,US-NY-W,CALL-2025-0122,2025-11-10 02:30:53,26,Virtual meeting with Dr. Howard covering pediatric use and geriatric considerations. Discussed monitoring requirements and formulary considerations. Positive engagement overall.,Covered pediatric use and geriatric considerations. HCP engaged and asked thoughtful questions.,"Pediatric Use,Geriatric Considerations,Treatment Guidelines",Monitoring requirements,False
HCP0109,US-FL-N,CALL-2025-0123,2025-11-21 00:14:53,29,Call with Dr. Ortiz focused on adverse events and quality of life data. Discussed contraindication concerns and provided supporting materials. Follow-up scheduled to review additional data.,Productive discussion on adverse events. HCP showed interest but raised questions about contraindication concerns.,"Adverse Events,Quality of Life Data,Drug Interactions",Contraindication concerns,True
HCP0125,US-TX-E,CALL-2025-0124,2025-11-03 03:11:53,59,Productive conversation with Dr. Evans about renal dosing. HCP raised questions about drug interactions. Shared relevant clinical studies and real-world evidence.,Productive discussion on renal dosing. HCP showed interest but raised questions about drug interactions.,"Renal Dosing,Real-world Evidence,MOA Review,Quality of Life Data",Drug Interactions,True
HCP0195,US-PA-W,CALL-2025-0125,2025-11-26 22:31:53,34,Productive conversation with Dr. Martinez about dosing guidelines. HCP raised questions about cost concerns. Shared relevant clinical studies and real-world evidence.,Focused on dosing guidelines. Addressed cost concerns with supporting evidence. Follow-up planned.,"Dosing Guidelines,Comparative Effectiveness,Efficacy Data,Pregnancy Safety",Cost concerns,False
HCP0142,US-PA-E,CALL-2025-0126,2026-01-01 23:57:53,22,Productive conversation with Dr. Jones about safety profile. HCP raised questions about patient compliance concerns. Shared relevant clinical studies and real-world evidence.,Reviewed safety profile and addressed concerns about patient compliance concerns. HCP requested additional clinical data.,"Safety Profile,Side Effects,Payer Coverage",Patient compliance concerns,False
HCP0198,US-NY-W,CALL-2025-0127,2025-11-10 02:12:53,45,Virtual meeting with Dr. Reyes covering prior auth process and geriatric considerations. Discussed prior authorization burden and formulary considerations. Positive engagement overall.,Covered prior auth process and geriatric considerations. HCP engaged and asked thoughtful questions.,"Prior Auth Process,Geriatric Considerations,Cost-Effectiveness",Prior authorization burden,False
HCP0043,US-CA-N,CALL-2025-0128,2025-10-27 02:44:53,35,Virtual meeting with Dr. Brooks covering adverse events and contraindications. Discussed monitoring requirements and formulary considerations. Positive engagement overall.,Covered adverse events and contraindications. HCP engaged and asked thoughtful questions.,"Adverse Events,Contraindications",Monitoring requirements,True
HCP0153,US-NY-E,CALL-2025-0129,2025-10-29 23:46:53,19,Call with Dr. Allen focused on prior auth process and payer coverage. Discussed patient compliance concerns and provided supporting materials. Follow-up scheduled to review additional data.,Covered prior auth process and payer coverage. HCP engaged and asked thoughtful questions.,"Prior Auth Process,Payer Coverage,Safety Profile",Patient compliance concerns,False
HCP0127,US-NY-E,CALL-2025-0130,2025-11-15 20:27:53,32,Productive conversation with Dr. Rivera about adverse events. HCP raised questions about pediatric use. Shared relevant clinical studies and real-world evidence.,Productive discussion on adverse events. HCP showed interest but raised questions about pediatric use.,"Adverse Events,Pregnancy Safety,Prior Auth Process",Pediatric Use,True
HCP0041,US-FL-S,CALL-2025-0131,2025-11-08 02:46:53,40,Call with Dr. Phillips focused on real-world evidence and dosing guidelines. Discussed drug interactions and provided supporting materials. Follow-up scheduled to review additional data.,Covered real-world evidence and dosing guidelines. HCP engaged and asked thoughtful questions.,"Real-world Evidence,Dosing Guidelines,MOA Review",Drug Interactions,True
HCP0135,US-PA-E,CALL-2025-0132,2025-11-19 04:14:53,22,Discussion with Dr. Collins regarding quality of life data. Reviewed clinical data and addressed concerns about administration challenges. HCP showed interest in learning more about patient selection criteria.,Covered quality of life data and cost-effectiveness. HCP engaged and asked thoughtful questions.,"Quality of Life Data,Cost-Effectiveness,Side Effects,Pharmacokinetics",Administration challenges,False
HCP0084,US-FL-S,CALL-2025-0133,2025-12-12 04:17:53,34,Productive conversation with Dr. Nguyen about safety profile. HCP raised questions about pediatric use. Shared relevant clinical studies and real-world evidence.,Covered safety profile and step therapy requirements. HCP engaged and asked thoughtful questions.,"Safety Profile,Step Therapy Requirements",Pediatric Use,False
HCP0015,US-NY-E,CALL-2025-0134,2025-12-09 20:44:53,32,Discussion with Dr. Phillips regarding prior auth process. Reviewed clinical data and addressed concerns about pregnancy safety. HCP showed interest in learning more about patient selection criteria.,Discussed prior auth process with positive engagement. HCP expressed interest in pharmacokinetics.,"Prior Auth Process,Pharmacokinetics",Pregnancy Safety,False
HCP0086,US-FL-N,CALL-2025-0135,2026-01-15 23:50:53,20,Virtual meeting with Dr. Collins covering geriatric considerations and treatment guidelines. Discussed limited clinical experience and formulary considerations. Positive engagement overall.,Covered geriatric considerations and treatment guidelines. HCP engaged and asked thoughtful questions.,"Geriatric Considerations,Treatment Guidelines,Formulary Status",Limited clinical experience,True
HCP0176,US-PA-E,CALL-2025-0136,2025-11-20 18:31:53,38,Discussion with Dr. Foster regarding pediatric use. Reviewed clinical data and addressed concerns about patient out-of-pocket costs. HCP showed interest in learning more about patient selection criteria.,Productive discussion on pediatric use. HCP showed interest but raised questions about patient out-of-pocket costs.,"Pediatric Use,Clinical Trial Results,Formulary Status,Comparative Effectiveness",Patient out-of-pocket costs,False
HCP0192,US-TX-E,CALL-2025-0137,2026-01-15 01:59:53,55,Call with Dr. Reed focused on efficacy data and long-term safety. Discussed cost concerns and provided supporting materials. Follow-up scheduled to review additional data.,Focused on efficacy data. Addressed cost concerns with supporting evidence. Follow-up planned.,"Efficacy Data,Long-term Safety,Comparative Effectiveness,Adverse Events",Cost concerns,False
HCP0126,US-NY-E,CALL-2025-0138,2025-12-15 02:52:53,55,Met with Dr. Sanchez to discuss step therapy requirements. Addressed patient out-of-pocket costs with comparative data. HCP requested additional information on patient outcomes.,Covered step therapy requirements and drug interactions. HCP engaged and asked thoughtful questions.,"Step Therapy Requirements,Drug Interactions,Patient Selection",Patient out-of-pocket costs,True
HCP0007,US-CA-S,CALL-2025-0139,2025-12-03 03:28:53,42,Productive conversation with Dr. Nelson about safety profile. HCP raised questions about patient compliance concerns. Shared relevant clinical studies and real-world evidence.,Focused on safety profile. Addressed patient compliance concerns with supporting evidence. Follow-up planned.,"Safety Profile,Renal Dosing",Patient compliance concerns,True
HCP0148,US-FL-S,CALL-2025-0140,2025-11-07 20:06:53,50,Met with Dr. Garcia to discuss adverse events. Addressed black box warning concerns with comparative data. HCP requested additional information on patient outcomes.,Discussed adverse events with positive engagement. HCP expressed interest in pediatric use.,"Adverse Events,Pediatric Use",Black box warning concerns,True
HCP0025,US-PA-W,CALL-2025-0141,2025-10-30 01:35:53,53,Virtual meeting with Dr. Torres covering step therapy requirements and adverse events. Discussed prefers current therapy and formulary considerations. Positive engagement overall.,Reviewed step therapy requirements and addressed concerns about prefers current therapy. HCP requested additional clinical data.,"Step Therapy Requirements,Adverse Events,Pregnancy Safety",Prefers current therapy,True
HCP0071,US-FL-S,CALL-2025-0142,2025-12-08 00:12:53,60,Discussion with Dr. Long regarding payer coverage. Reviewed clinical data and addressed concerns about patient compliance concerns. HCP showed interest in learning more about patient selection criteria.,Discussed payer coverage with positive engagement. HCP expressed interest in treatment guidelines.,"Payer Coverage,Treatment Guidelines",Patient compliance concerns,True
HCP0183,US-TX-W,CALL-2025-0143,2025-10-23 00:40:53,30,Call with Dr. Brooks focused on patient selection and quality of life data. Discussed patient compliance concerns and provided supporting materials. Follow-up scheduled to review additional data.,Reviewed patient selection and addressed concerns about patient compliance concerns. HCP requested additional clinical data.,"Patient Selection,Quality of Life Data",Patient compliance concerns,True
HCP0132,US-PA-E,CALL-2025-0144,2025-10-27 00:59:53,24,Call with Dr. Gray focused on pregnancy safety and patient selection. Discussed administration challenges and provided supporting materials. Follow-up scheduled to review additional data.,Covered pregnancy safety and patient selection. HCP engaged and asked thoughtful questions.,"Pregnancy Safety,Patient Selection,Payer Coverage",Administration challenges,False
HCP0024,US-TX-W,CALL-2025-0145,2025-11-13 03:24:53,49,Virtual meeting with Dr. Castillo covering payer coverage and drug interactions. Discussed monitoring requirements and formulary considerations. Positive engagement overall.,Reviewed payer coverage and addressed concerns about monitoring requirements. HCP requested additional clinical data.,"Payer Coverage,Drug Interactions",Monitoring requirements,False
HCP0053,US-TX-W,CALL-2025-0146,2025-11-29 18:46:53,35,Call with Dr. Turner focused on drug interactions and treatment guidelines. Discussed administration challenges and provided supporting materials. Follow-up scheduled to review additional data.,Discussed drug interactions with positive engagement. HCP expressed interest in treatment guidelines.,"Drug Interactions,Treatment Guidelines,Cost-Effectiveness",Administration challenges,False
HCP0107,US-PA-W,CALL-2025-0147,2025-11-08 19:10:53,51,Met with Dr. Bailey to discuss drug interactions. Addressed patient compliance concerns with comparative data. HCP requested additional information on patient outcomes.,Reviewed drug interactions and addressed concerns about patient compliance concerns. HCP requested additional clinical data.,"Drug Interactions,Long-term Safety,Adverse Events,MOA Review",Patient compliance concerns,True
HCP0194,US-FL-N,CALL-2025-0148,2026-01-02 02:06:53,54,Virtual meeting with Dr. Myers covering quality of life data and payer coverage. Discussed patient compliance concerns and formulary considerations. Positive engagement overall.,Covered quality of life data and payer coverage. HCP engaged and asked thoughtful questions.,"Quality of Life Data,Payer Coverage,MOA Review,Side Effects",Patient compliance concerns,False
HCP0157,US-FL-S,CALL-2025-0149,2025-12-25 20:33:53,12,Virtual meeting with Dr. Rivera covering step therapy requirements and drug interactions. Discussed administration challenges and formulary considerations. Positive engagement overall.,Covered step therapy requirements and drug interactions. HCP engaged and asked thoughtful questions.,"Step Therapy Requirements,Drug Interactions",Administration challenges,False
HCP0100,US-PA-E,CALL-2025-0150,2025-11-13 02:04:53,37,Discussion with Dr. Gomez regarding clinical trial results. Reviewed clinical data and addressed concerns about patient compliance concerns. HCP showed interest in learning more about patient selection criteria.,Productive discussion on clinical trial results. HCP showed interest but raised questions about patient compliance concerns.,"Clinical Trial Results,Patient Selection",Patient compliance concerns,False
HCP0164,US-PA-E,CALL-2025-0151,2025-11-27 02:08:53,38,Discussion with Dr. Adams regarding renal dosing. Reviewed clinical data and addressed concerns about prior authorization burden. HCP showed interest in learning more about patient selection criteria.,Discussed renal dosing with positive engagement. HCP expressed interest in real-world evidence.,"Renal Dosing,Real-world Evidence,Hepatic Dosing",Prior authorization burden,True
HCP0008,US-TX-E,CALL-2025-0152,2025-10-31 19:01:53,36,Call with Dr. Young focused on formulary status and contraindications. Discussed cost concerns and provided supporting materials. Follow-up scheduled to review additional data.,Focused on formulary status. Addressed cost concerns with supporting evidence. Follow-up planned.,"Formulary Status,Contraindications",Cost concerns,True
HCP0028,US-PA-E,CALL-2025-0153,2025-12-08 02:16:53,47,Productive conversation with Dr. Scott about geriatric considerations. HCP raised questions about monitoring requirements. Shared relevant clinical studies and real-world evidence.,Reviewed geriatric considerations and addressed concerns about monitoring requirements. HCP requested additional clinical data.,"Geriatric Considerations,Payer Coverage,Side Effects",Monitoring requirements,True
HCP0075,US-NY-E,CALL-2025-0154,2025-12-07 22:48:53,57,Productive conversation with Dr. Turner about contraindications. HCP raised questions about dosing complexity. Shared relevant clinical studies and real-world evidence.,Focused on contraindications. Addressed dosing complexity with supporting evidence. Follow-up planned.,"Contraindications,Payer Coverage",Dosing complexity,True
HCP0197,US-CA-S,CALL-2025-0155,2026-01-08 21:32:53,46,Productive conversation with Dr. Wilson about pediatric use. HCP raised questions about drug interactions. Shared relevant clinical studies and real-world evidence.,Reviewed pediatric use and addressed concerns about drug interactions. HCP requested additional clinical data.,"Pediatric Use,Step Therapy Requirements",Drug Interactions,False
HCP0155,US-CA-S,CALL-2025-0156,2025-11-04 20:02:53,15,Productive conversation with Dr. Jones about safety profile. HCP raised questions about drug interactions. Shared relevant clinical studies and real-world evidence.,Productive discussion on safety profile. HCP showed interest but raised questions about drug interactions.,"Safety Profile,Geriatric Considerations,Side Effects,Contraindications",Drug Interactions,True
HCP0119,US-FL-S,CALL-2025-0157,2025-11-03 01:56:53,15,Met with Dr. Ruiz to discuss real-world evidence. Addressed side-effect risk with comparative data. HCP requested additional information on patient outcomes.,Reviewed real-world evidence and addressed concerns about side-effect risk. HCP requested additional clinical data.,"Real-world Evidence,Hepatic Dosing,Pharmacokinetics",Side-effect risk,False
HCP0158,US-PA-W,CALL-2025-0158,2026-01-07 01:35:53,15,Met with Dr. Robinson to discuss quality of life data. Addressed black box warning concerns with comparative data. HCP requested additional information on patient outcomes.,Focused on quality of life data. Addressed black box warning concerns with supporting evidence. Follow-up planned.,"Quality of Life Data,Pharmacokinetics,Pediatric Use,Formulary Status",Black box warning concerns,False
HCP0154,US-FL-N,CALL-2025-0159,2025-12-15 23:18:53,44,Virtual meeting with Dr. Smith covering pharmacokinetics and moa review. Discussed prefers competitor and formulary considerations. Positive engagement overall.,Covered pharmacokinetics and moa review. HCP engaged and asked thoughtful questions.,"Pharmacokinetics,MOA Review,Pediatric Use,Renal Dosing",Prefers competitor,True
HCP0004,US-TX-E,CALL-2025-0160,2026-01-10 21:29:53,34,Met with Dr. Young to discuss side effects. Addressed patient compliance concerns with comparative data. HCP requested additional information on patient outcomes.,Focused on side effects. Addressed patient compliance concerns with supporting evidence. Follow-up planned.,"Side Effects,Quality of Life Data,Payer Coverage,Dosing Guidelines",Patient compliance concerns,False
