campaign_id,user_id,hcp_id,campaign_name,channel,start_date,end_date,content_type,budget,target_segment,status
CMP000219,USR000004,HCP000019,Skin Care Innovation 2024,Webinar,7/14/2025,12/30/2025,Video,66661,Medium,Active
CMP000220,USR000016,HCP000274,Oncology Insights Initiative 2025,Webinar,5/8/2023,8/1/2025,Infographic,94373,High,Active
CMP000221,USR000013,HCP000123,Kidney Care Initiative Q1,Webinar,11/24/2024,9/1/2025,Whitepaper,57821,Low,Active
CMP000222,USR000005,HCP000446,Pediatrics Growth Program Q2,Email,5/2/2023,9/24/2025,Whitepaper,56629,Medium,Completed
CMP000223,USR000009,HCP000093,General Practice Outreach Q3,Webinar,6/24/2023,9/27/2023,Newsletter,64588,Medium,Completed
CMP000224,USR000010,HCP000134,Psychiatric Wellness Initiative Q4,Webinar,4/30/2025,11/12/2025,Newsletter,88738,High,Completed
CMP000225,USR000015,HCP000089,Joint Health Campaign 2023,Webinar,11/11/2023,6/30/2024,Webinar,91310,High,Completed
CMP000226,USR000002,HCP000420,Respiratory Health Focus 2024,Webinar,9/13/2023,2/3/2025,Infographic,50057,Low,Completed
CMP000227,USR000017,HCP000297,Dermatology Excellence 2025,Social Media,3/19/2025,9/6/2025,Webinar,71249,High,Completed
CMP000228,USR000001,HCP000068,Joint Health Campaign Q1,Email,6/30/2023,5/14/2024,Webinar,50588,Low,Completed
CMP000229,USR000006,HCP000129,Diabetes Management Q2,Email,6/24/2025,9/26/2025,Webinar,42939,Low,Completed
CMP000230,USR000015,HCP000183,Endocrine Health Drive Q3,Email,5/22/2023,7/22/2025,Webinar,56152,Low,Active
CMP000231,USR000001,HCP000120,Nephrology Advancement Q4,Email,11/23/2024,1/5/2025,Newsletter,67675,Medium,Active
CMP000232,USR000006,HCP000273,Rheumatology Focus 2023,Email,12/5/2024,3/17/2025,Newsletter,64345,Medium,Active
CMP000233,USR000008,HCP000216,Diabetes Management 2024,Email,3/8/2025,8/16/2025,Video,64799,Medium,Active
CMP000234,USR000003,HCP000289,Heart Health Awareness 2025,Email,12/10/2024,7/17/2025,Webinar,67274,Medium,Active
CMP000235,USR000017,HCP000448,Diabetes Management Q1,Email,3/31/2023,8/15/2025,Video,75965,Medium,Active
CMP000236,USR000020,HCP000263,Cardio Awareness Campaign Q2,Email,12/19/2024,9/6/2025,Video,98287,High,Active
CMP000237,USR000020,HCP000282,Skin Care Innovation Q3,Email,4/23/2024,11/5/2025,Infographic,75935,High,Active
CMP000238,USR000002,HCP000263,Skin Care Innovation Q4,Webinar,2/3/2023,10/10/2024,Infographic,83628,High,Completed
CMP000239,USR000010,HCP000059,Heart Health Awareness 2023,Webinar,1/31/2024,10/26/2025,Whitepaper,46680,Low,Active
CMP000240,USR000007,HCP000121,Brain Health Initiative 2024,Social Media,1/5/2023,12/9/2023,Infographic,52436,Low,Active
CMP000241,USR000018,HCP000227,Kidney Care Initiative 2025,Webinar,6/17/2025,7/15/2025,Newsletter,57493,Low,Active
CMP000242,USR000015,HCP000197,Joint Health Campaign Q1,Email,3/12/2023,12/29/2024,Video,64901,Medium,Active
CMP000243,USR000018,HCP000378,Neurology Breakthrough Series Q2,Email,6/19/2024,12/15/2025,Newsletter,58099,Low,Completed
CMP000244,USR000007,HCP000313,Mental Health Awareness Q3,Email,4/10/2023,7/28/2025,Video,56295,Low,Completed
CMP000245,USR000012,HCP000211,Endocrine Health Drive Q4,Webinar,4/4/2023,7/20/2023,Webinar,96799,High,Completed
CMP000246,USR000007,HCP000372,Psychiatric Wellness Initiative 2023,Webinar,1/3/2025,1/15/2025,Infographic,79928,Medium,Completed
CMP000247,USR000004,HCP000176,Cancer Care Excellence 2024,Social Media,3/21/2024,2/1/2025,Newsletter,61080,Medium,Completed
CMP000248,USR000002,HCP000429,Psychiatric Wellness Initiative 2025,Social Media,10/7/2023,5/4/2024,Whitepaper,64688,Medium,Completed
CMP000249,USR000019,HCP000139,Pulmonary Care Campaign Q1,Email,9/23/2025,12/13/2025,Webinar,67009,Medium,Active
CMP000250,USR000010,HCP000020,Urology Innovation Q2,Event,8/4/2024,5/28/2025,Video,76398,Low,Active
CMP000251,USR000012,HCP000355,Diabetes Management Q3,Webinar,11/27/2024,9/16/2025,Newsletter,68171,Medium,Active
CMP000252,USR000010,HCP000137,Endocrine Health Drive Q4,Webinar,8/6/2024,10/7/2024,Video,96470,High,Active
CMP000253,USR000019,HCP000275,Brain Health Initiative 2023,Email,11/26/2025,12/28/2025,Whitepaper,47973,Low,Active
CMP000254,USR000018,HCP000154,Skin Care Innovation 2024,Social Media,4/17/2025,6/7/2025,Webinar,78026,Medium,Active
CMP000255,USR000003,HCP000311,Heart Health Awareness 2025,Webinar,10/12/2025,11/14/2025,Webinar,68262,Medium,Active
CMP000256,USR000008,HCP000009,Urology Innovation Q1,Email,7/4/2023,4/6/2024,Infographic,44477,Low,Active
CMP000257,USR000012,HCP000405,Cancer Care Excellence Q2,Webinar,4/14/2025,9/13/2025,Newsletter,79551,High,Completed
CMP000258,USR000010,HCP000178,Pediatrics Growth Program Q3,Event,4/1/2025,5/20/2025,Newsletter,88284,High,Active
CMP000259,USR000011,HCP000304,Pediatrics Growth Program Q4,Event,12/12/2023,9/20/2025,Webinar,84676,Medium,Active
CMP000260,USR000016,HCP000047,Urology Innovation 2023,Email,1/6/2023,2/10/2023,Video,83342,High,Active
CMP000261,USR000016,HCP000171,Dermatology Excellence 2024,Email,4/8/2024,4/2/2025,Video,51421,Medium,Active
CMP000262,USR000019,HCP000235,Mental Health Awareness 2025,Webinar,11/12/2025,12/23/2025,Whitepaper,49029,Low,Completed
CMP000263,USR000016,HCP000436,Pulmonary Care Campaign Q1,Social Media,4/6/2025,8/31/2025,Webinar,49919,Low,Completed
CMP000264,USR000006,HCP000425,Skin Care Innovation Q2,Social Media,12/23/2023,7/2/2024,Newsletter,70347,High,Completed
CMP000265,USR000015,HCP000466,Joint Health Campaign Q3,Webinar,12/16/2024,4/29/2025,Webinar,59422,Low,Completed
CMP000266,USR000003,HCP000423,Neurology Breakthrough Series Q4,Social Media,8/29/2023,10/30/2024,Video,51159,Low,Completed
CMP000267,USR000012,HCP000177,Endocrine Health Drive 2023,Email,10/20/2023,4/12/2024,Newsletter,54706,Low,Completed
CMP000268,USR000014,HCP000135,Urology Innovation 2024,Webinar,2/20/2023,12/11/2025,Newsletter,54274,Medium,Completed
CMP000269,USR000009,HCP000112,Heart Health Awareness 2025,Email,10/13/2024,10/25/2024,Webinar,78562,High,Active
CMP000270,USR000005,HCP000437,Pediatrics Growth Program Q1,Social Media,1/9/2024,6/17/2024,Webinar,51966,Low,Active
CMP000271,USR000020,HCP000134,Psychiatric Wellness Initiative Q2,Webinar,4/15/2023,9/18/2023,Newsletter,58860,Medium,Active
CMP000272,USR000001,HCP000196,Rheumatology Focus Q3,Social Media,7/11/2025,7/17/2025,Video,53621,Medium,Active
CMP000273,USR000020,HCP000252,Respiratory Health Focus Q4,Event,11/24/2024,12/31/2024,Webinar,74923,Medium,Active
CMP000274,USR000015,HCP000454,Endocrine Health Drive 2023,Social Media,1/16/2024,8/13/2025,Whitepaper,53965,Low,Active
CMP000275,USR000016,HCP000257,Pediatrics Growth Program 2024,Email,3/10/2023,11/23/2024,Webinar,73231,High,Active
CMP000276,USR000008,HCP000032,Heart Health Awareness 2025,Email,11/12/2024,5/13/2025,Webinar,51672,Low,Active
CMP000277,USR000020,HCP000239,Cancer Care Excellence Q1,Email,4/18/2025,7/11/2025,Infographic,45594,Low,Completed
CMP000278,USR000010,HCP000189,Brain Health Initiative Q2,Email,3/29/2023,11/1/2023,Newsletter,54683,Low,Active
CMP000279,USR000015,HCP000344,Urology Innovation Q3,Webinar,2/21/2025,6/13/2025,Whitepaper,76278,High,Active
CMP000280,USR000015,HCP000185,Joint Health Campaign Q4,Webinar,12/30/2023,9/23/2025,Newsletter,79271,High,Active
CMP000281,USR000008,HCP000497,Neurology Breakthrough Series 2023,Webinar,6/13/2025,10/14/2025,Newsletter,88142,High,Active
CMP000282,USR000015,HCP000336,Cancer Care Excellence 2024,Event,6/16/2025,10/18/2025,Newsletter,74250,Medium,Completed
CMP000283,USR000012,HCP000404,Respiratory Health Focus 2025,Email,1/4/2024,8/25/2024,Whitepaper,46927,Low,Completed
CMP000284,USR000001,HCP000487,Heart Health Awareness Q1,Event,8/11/2023,10/28/2025,Webinar,83017,High,Completed
CMP000285,USR000015,HCP000164,Brain Health Initiative Q2,Email,12/10/2023,10/26/2024,Newsletter,55880,Low,Completed
CMP000286,USR000014,HCP000378,Heart Health Awareness Q3,Email,4/11/2024,11/10/2024,Newsletter,48680,Low,Completed
CMP000287,USR000001,HCP000244,Urology Innovation Q4,Email,4/5/2023,8/16/2025,Newsletter,43495,Low,Completed
CMP000288,USR000009,HCP000259,Oncology Insights Initiative 2023,Event,7/8/2025,12/25/2025,Newsletter,79664,Low,Completed
CMP000289,USR000006,HCP000413,Urology Innovation 2024,Social Media,9/30/2023,7/24/2025,Video,68042,Medium,Completed
CMP000290,USR000018,HCP000139,Joint Health Campaign 2025,Social Media,5/13/2025,11/21/2025,Newsletter,86946,High,Completed
CMP000291,USR000018,HCP000099,Rheumatology Focus Q1,Webinar,3/14/2023,8/30/2024,Newsletter,58812,Low,Completed
CMP000292,USR000005,HCP000134,Mental Health Awareness Q2,Email,9/26/2025,11/30/2025,Newsletter,66957,Medium,Completed
CMP000293,USR000008,HCP000025,Rheumatology Focus Q3,Social Media,8/15/2024,9/26/2025,Whitepaper,73060,Medium,Active
CMP000294,USR000005,HCP000185,Rheumatology Focus Q4,Email,5/10/2024,11/1/2025,Webinar,62712,Medium,Active
CMP000295,USR000012,HCP000353,Psychiatric Wellness Initiative 2023,Email,10/8/2024,8/21/2025,Newsletter,42593,Low,Active
CMP000296,USR000006,HCP000464,Mental Health Awareness 2024,Webinar,8/20/2023,11/27/2024,Webinar,57971,Medium,Active
CMP000297,USR000015,HCP000349,Mental Health Awareness 2025,Webinar,8/7/2024,12/27/2024,Infographic,43823,Low,Active
CMP000298,USR000010,HCP000492,Heart Health Awareness Q1,Email,4/15/2025,10/15/2025,Whitepaper,61277,Medium,Active
CMP000299,USR000009,HCP000309,Skin Care Innovation Q2,Email,1/10/2024,10/30/2025,Infographic,86476,High,Active
CMP000300,USR000011,HCP000043,Mental Health Awareness Q3,Webinar,12/17/2023,8/6/2024,Newsletter,78467,Medium,Active
CMP000301,USR000009,HCP000220,Rheumatology Focus Q4,Email,8/13/2023,8/1/2025,Infographic,81210,High,Completed
CMP000302,USR000003,HCP000242,Skin Care Innovation 2023,Social Media,3/31/2023,8/20/2025,Infographic,46125,Low,Active
CMP000303,USR000009,HCP000212,Kidney Care Initiative 2024,Email,10/3/2024,8/22/2025,Newsletter,42500,Low,Active
CMP000304,USR000017,HCP000401,Diabetes Management 2025,Webinar,5/15/2025,12/6/2025,Whitepaper,41502,Low,Active
CMP000305,USR000019,HCP000412,Oncology Insights Initiative Q1,Webinar,7/28/2023,3/22/2025,Newsletter,70738,Medium,Active
CMP000306,USR000011,HCP000165,Neurology Breakthrough Series Q2,Webinar,1/13/2024,7/29/2024,Newsletter,79978,High,Completed
CMP000307,USR000010,HCP000328,Cardio Awareness Campaign Q3,Email,11/12/2023,4/8/2025,Whitepaper,72297,Medium,Completed
CMP000308,USR000020,HCP000105,Urology Innovation Q4,Social Media,10/1/2025,10/8/2025,Webinar,40329,Low,Completed
CMP000309,USR000019,HCP000446,Brain Health Initiative 2023,Email,11/29/2024,9/13/2025,Newsletter,92841,High,Completed
CMP000310,USR000015,HCP000174,Cancer Care Excellence 2024,Event,5/24/2023,9/2/2025,Infographic,97676,High,Completed
CMP000311,USR000002,HCP000096,Kidney Care Initiative 2025,Email,10/23/2023,1/11/2024,Infographic,42611,Low,Active
CMP000312,USR000006,HCP000128,Rheumatology Focus Q1,Social Media,2/22/2024,12/10/2024,Video,46560,Low,Active
CMP000313,USR000010,HCP000475,Heart Health Awareness Q2,Email,11/12/2025,11/15/2025,Webinar,65186,Medium,Active
CMP000314,USR000005,HCP000132,Brain Health Initiative Q3,Webinar,4/24/2023,2/10/2024,Video,77391,High,Active
CMP000315,USR000016,HCP000199,Heart Health Awareness Q4,Social Media,7/1/2025,11/18/2025,Whitepaper,66676,Medium,Active
CMP000316,USR000012,HCP000044,Cardio Awareness Campaign 2023,Webinar,11/9/2025,11/30/2025,Infographic,51906,Medium,Active
CMP000317,USR000020,HCP000375,Cancer Care Excellence 2024,Email,1/14/2025,4/5/2025,Whitepaper,78095,Medium,Active
CMP000318,USR000020,HCP000243,Skin Care Innovation 2025,Event,6/1/2024,1/22/2025,Video,88706,Medium,Active
CMP000319,USR000018,HCP000046,Endocrine Health Drive Q1,Event,1/24/2023,12/19/2023,Webinar,99454,High,Completed
CMP000320,USR000002,HCP000067,Respiratory Health Focus Q2,Event,10/23/2023,4/22/2024,Video,87718,Medium,Active
CMP000321,USR000019,HCP000485,Rheumatology Focus Q3,Email,1/13/2025,4/17/2025,Video,60064,Medium,Active
CMP000322,USR000017,HCP000438,Mental Health Awareness Q4,Event,12/16/2025,12/30/2025,Webinar,70910,Low,Active
CMP000323,USR000007,HCP000290,Diabetes Management 2023,Social Media,12/29/2025,12/29/2025,Infographic,66484,Medium,Active
CMP000324,USR000010,HCP000342,Cardio Awareness Campaign 2024,Social Media,9/8/2024,3/12/2025,Whitepaper,41018,Low,Completed
CMP000325,USR000017,HCP000348,Joint Health Campaign 2025,Email,5/7/2025,9/8/2025,Infographic,99410,High,Completed
CMP000326,USR000005,HCP000461,Pulmonary Care Campaign Q1,Webinar,3/15/2024,1/4/2025,Whitepaper,50107,Medium,Completed
CMP000327,USR000012,HCP000060,Brain Health Initiative Q2,Webinar,12/25/2024,7/20/2025,Webinar,73809,High,Completed
CMP000328,USR000008,HCP000487,Oncology Insights Initiative Q3,Webinar,10/4/2025,11/7/2025,Newsletter,85250,High,Completed
CMP000329,USR000004,HCP000337,Cardio Awareness Campaign Q4,Email,4/24/2024,11/13/2024,Infographic,90312,High,Completed
CMP000330,USR000012,HCP000012,Kidney Care Initiative 2023,Webinar,7/12/2024,8/14/2025,Infographic,69659,Medium,Completed
CMP000331,USR000011,HCP000013,Respiratory Health Focus 2024,Social Media,2/11/2025,8/10/2025,Infographic,43065,Low,Completed
CMP000332,USR000014,HCP000284,Endocrine Health Drive 2025,Webinar,6/3/2023,6/1/2025,Infographic,77718,Medium,Active
CMP000333,USR000003,HCP000023,Oncology Insights Initiative Q1,Email,5/12/2024,10/16/2024,Newsletter,75563,Medium,Active
CMP000334,USR000020,HCP000420,Cancer Care Excellence Q2,Social Media,7/29/2024,3/29/2025,Video,95035,High,Active
CMP000335,USR000017,HCP000334,Neurology Breakthrough Series Q3,Social Media,10/5/2024,11/9/2024,Whitepaper,52260,Low,Active
CMP000336,USR000015,HCP000222,Psychiatric Wellness Initiative Q4,Email,5/23/2025,8/16/2025,Whitepaper,64246,Medium,Active
CMP000337,USR000001,HCP000165,Kidney Care Initiative 2023,Webinar,8/15/2023,9/9/2023,Whitepaper,53546,Low,Active
CMP000338,USR000012,HCP000192,Heart Health Awareness 2024,Email,2/10/2024,4/14/2025,Whitepaper,46630,Low,Active
CMP000339,USR000008,HCP000270,Dermatology Excellence 2025,Email,6/26/2025,10/16/2025,Video,55021,Low,Active
CMP000340,USR000013,HCP000029,Urology Innovation Q1,Email,10/10/2024,5/27/2025,Infographic,65924,Medium,Completed
CMP000341,USR000003,HCP000352,Respiratory Health Focus Q2,Social Media,8/25/2023,6/24/2024,Newsletter,58740,Low,Active
CMP000342,USR000020,HCP000112,General Practice Outreach Q3,Event,5/27/2024,11/21/2024,Video,82467,High,Active
CMP000343,USR000019,HCP000428,Oncology Insights Initiative Q4,Social Media,8/13/2024,10/29/2025,Video,59548,Low,Active
CMP000344,USR000020,HCP000014,Endocrine Health Drive 2023,Email,1/17/2024,2/7/2025,Video,57623,Medium,Active
CMP000345,USR000016,HCP000071,General Practice Outreach 2024,Social Media,5/5/2025,9/13/2025,Video,59654,Low,Completed
CMP000346,USR000015,HCP000420,Cancer Care Excellence 2025,Email,2/4/2024,9/18/2025,Whitepaper,43060,Low,Completed
CMP000347,USR000008,HCP000215,Rheumatology Focus Q1,Social Media,1/29/2025,11/6/2025,Webinar,41903,Low,Active
CMP000348,USR000006,HCP000216,Dermatology Excellence Q2,Email,9/23/2025,12/27/2025,Webinar,77452,Medium,Active
CMP000349,USR000006,HCP000318,Cardio Awareness Campaign Q3,Social Media,12/16/2024,2/19/2025,Webinar,62314,Medium,Active
CMP000350,USR000017,HCP000169,Diabetes Management Q4,Event,7/1/2024,11/9/2024,Newsletter,71949,Medium,Active
CMP000351,USR000002,HCP000384,Mental Health Awareness 2023,Email,8/6/2023,12/2/2025,Infographic,52824,Low,Active
CMP000352,USR000010,HCP000037,Pediatrics Growth Program 2024,Webinar,1/28/2025,4/9/2025,Webinar,54349,Medium,Active
CMP000353,USR000014,HCP000046,Joint Health Campaign 2025,Social Media,4/22/2025,12/27/2025,Whitepaper,62203,Medium,Active
CMP000354,USR000009,HCP000094,Endocrine Health Drive Q1,Email,4/2/2023,6/23/2025,Webinar,64253,Medium,Active
CMP000355,USR000014,HCP000459,Rheumatology Focus Q2,Email,2/22/2023,6/17/2023,Video,73957,High,Completed
CMP000356,USR000018,HCP000419,Cancer Care Excellence Q3,Webinar,11/4/2025,11/8/2025,Webinar,74732,Medium,Active
CMP000357,USR000011,HCP000315,Heart Health Awareness Q4,Email,1/10/2023,10/11/2024,Video,44666,Low,Active
CMP000358,USR000010,HCP000345,Brain Health Initiative 2023,Email,8/2/2023,7/26/2024,Newsletter,92124,High,Active
CMP000359,USR000006,HCP000108,Cardio Awareness Campaign 2024,Event,4/16/2023,12/6/2023,Infographic,78933,Medium,Active
CMP000360,USR000012,HCP000231,Brain Health Initiative 2025,Email,1/15/2023,12/20/2023,Infographic,74026,Medium,Completed
CMP000361,USR000012,HCP000441,Mental Health Awareness Q1,Email,2/24/2025,8/20/2025,Whitepaper,55008,Low,Completed
CMP000362,USR000019,HCP000048,Oncology Insights Initiative Q2,Event,8/2/2024,9/17/2024,Webinar,79649,Low,Completed
CMP000363,USR000018,HCP000258,Cancer Care Excellence Q3,Webinar,8/17/2025,12/18/2025,Infographic,58473,Medium,Completed
CMP000364,USR000017,HCP000217,Endocrine Health Drive Q4,Email,11/1/2025,12/30/2025,Video,44861,Low,Completed
CMP000365,USR000005,HCP000025,Urology Innovation 2023,Social Media,1/20/2025,10/3/2025,Webinar,50334,Low,Completed
CMP000366,USR000014,HCP000134,Skin Care Innovation 2024,Social Media,1/27/2025,2/2/2025,Webinar,73638,Medium,Completed
CMP000367,USR000006,HCP000384,Nephrology Advancement 2025,Email,1/11/2023,4/16/2025,Infographic,76021,High,Active
CMP000368,USR000002,HCP000236,Diabetes Management Q1,Webinar,5/6/2025,10/12/2025,Newsletter,57904,Medium,Active
CMP000369,USR000008,HCP000173,Brain Health Initiative Q2,Event,1/19/2023,2/13/2023,Whitepaper,73093,High,Active
CMP000370,USR000001,HCP000464,Respiratory Health Focus Q3,Webinar,4/2/2025,7/17/2025,Newsletter,46227,Low,Active
CMP000371,USR000010,HCP000086,Oncology Insights Initiative Q4,Social Media,4/12/2025,8/1/2025,Newsletter,97873,High,Active
CMP000372,USR000015,HCP000223,General Practice Outreach 2023,Email,1/27/2023,3/17/2025,Video,78955,High,Active
CMP000373,USR000017,HCP000469,Pulmonary Care Campaign 2024,Webinar,12/20/2025,12/28/2025,Newsletter,60364,Medium,Active
CMP000374,USR000015,HCP000321,Pulmonary Care Campaign 2025,Webinar,10/30/2024,3/18/2025,Webinar,75155,Medium,Active
CMP000375,USR000013,HCP000135,Mental Health Awareness Q1,Email,6/16/2023,11/12/2023,Infographic,72485,Medium,Completed
CMP000376,USR000016,HCP000074,Endocrine Health Drive Q2,Email,3/25/2025,5/21/2025,Webinar,86759,High,Active
CMP000377,USR000019,HCP000172,Nephrology Advancement Q3,Webinar,1/10/2024,6/7/2024,Infographic,67997,Medium,Active
CMP000378,USR000004,HCP000343,Diabetes Management Q4,Social Media,8/20/2025,11/30/2025,Webinar,45695,Low,Active
CMP000379,USR000013,HCP000180,Skin Care Innovation 2023,Email,1/28/2024,10/22/2025,Newsletter,55527,Low,Active
CMP000380,USR000015,HCP000034,General Practice Outreach 2024,Email,7/4/2024,1/27/2025,Infographic,93672,High,Completed
CMP000381,USR000005,HCP000215,Dermatology Excellence 2025,Email,9/8/2024,11/8/2024,Whitepaper,77962,Medium,Completed
CMP000382,USR000014,HCP000411,Cardio Awareness Campaign Q1,Email,8/2/2024,6/13/2025,Whitepaper,44364,Low,Completed
CMP000383,USR000010,HCP000051,Dermatology Excellence Q2,Email,12/14/2024,7/21/2025,Whitepaper,78130,Medium,Active
CMP000384,USR000002,HCP000196,Respiratory Health Focus Q3,Webinar,1/13/2024,7/7/2025,Infographic,50730,Medium,Active
CMP000385,USR000019,HCP000265,Dermatology Excellence Q4,Email,12/17/2023,8/5/2024,Newsletter,40947,Low,Active
CMP000386,USR000013,HCP000396,Mental Health Awareness 2023,Social Media,11/28/2025,12/1/2025,Video,57488,Low,Active
CMP000387,USR000016,HCP000172,Psychiatric Wellness Initiative 2024,Event,10/12/2025,12/14/2025,Newsletter,84017,High,Active
CMP000388,USR000004,HCP000026,Pulmonary Care Campaign 2025,Email,2/19/2023,7/14/2023,Video,75051,Medium,Active
CMP000389,USR000008,HCP000119,Oncology Insights Initiative Q1,Event,9/21/2024,7/12/2025,Webinar,95037,Low,Active
CMP000390,USR000014,HCP000087,Brain Health Initiative Q2,Event,8/8/2024,10/11/2025,Video,75526,High,Active
CMP000391,USR000016,HCP000016,Neurology Breakthrough Series Q3,Event,1/9/2025,1/30/2025,Newsletter,86318,High,Completed
CMP000392,USR000015,HCP000265,Endocrine Health Drive Q4,Social Media,9/16/2025,9/17/2025,Video,40619,Low,Active
CMP000393,USR000007,HCP000290,Oncology Insights Initiative 2023,Email,12/27/2025,12/28/2025,Newsletter,53442,Medium,Active
CMP000394,USR000006,HCP000096,Skin Care Innovation 2024,Social Media,5/9/2023,6/23/2025,Whitepaper,53142,Low,Active
CMP000395,USR000005,HCP000377,Heart Health Awareness 2025,Email,11/5/2024,7/20/2025,Whitepaper,59196,Medium,Active
CMP000396,USR000018,HCP000277,Heart Health Awareness Q1,Webinar,5/29/2025,7/5/2025,Infographic,56023,Low,Completed
CMP000397,USR000004,HCP000162,Psychiatric Wellness Initiative Q2,Webinar,3/31/2025,4/16/2025,Newsletter,88107,High,Completed
CMP000398,USR000002,HCP000152,Dermatology Excellence Q3,Webinar,12/23/2023,6/4/2024,Webinar,41999,Low,Completed
CMP000399,USR000018,HCP000093,Joint Health Campaign Q4,Webinar,12/11/2025,12/24/2025,Newsletter,50246,Medium,Completed
CMP000400,USR000016,HCP000344,Urology Innovation 2023,Social Media,1/8/2025,4/23/2025,Webinar,52186,Low,Completed
